subj,task,0,1,2,3,4,5,6,7
100206,REST1,0.19916666666666666,0.13083333333333333,0.08083333333333333,0.1475,0.08416666666666667,0.21166666666666667,0.06833333333333333,0.0775
100206,REST2,0.17916666666666667,0.1225,0.0975,0.1775,0.08333333333333333,0.14833333333333334,0.10333333333333333,0.08833333333333333
100206,EMOTION,0.017045454545454544,0.19318181818181818,0.07954545454545454,0.005681818181818182,0.2727272727272727,0.1590909090909091,0.26704545454545453,0.005681818181818182
100206,GAMBLING,0.18972332015810275,0.08695652173913043,0.003952569169960474,0.11462450592885376,0.16205533596837945,0.17391304347826086,0.17786561264822134,0.09090909090909091
100206,LANGUAGE,0.17405063291139242,0.11392405063291139,0.0379746835443038,0.29430379746835444,0.006329113924050633,0.14873417721518986,0.006329113924050633,0.21835443037974683
100206,MOTOR,0.0528169014084507,0.3028169014084507,0.045774647887323945,0.13732394366197184,0.03169014084507042,0.27816901408450706,0.0035211267605633804,0.14788732394366197
100206,RELATIONAL,0.08620689655172414,0.03879310344827586,0.125,0.33189655172413796,0.03017241379310345,0.30603448275862066,0.08189655172413793,
100206,SOCIAL,0.18248175182481752,0.10948905109489052,0.07664233576642336,0.08029197080291971,0.12043795620437957,0.22262773722627738,0.10218978102189781,0.10583941605839416
100206,WM,0.17037037037037037,0.18518518518518517,0.009876543209876543,0.10864197530864197,0.11604938271604938,0.22962962962962963,0.08641975308641975,0.09382716049382717
100408,REST1,0.1125,0.15666666666666668,0.14416666666666667,0.12666666666666668,0.12416666666666666,0.10916666666666666,0.10333333333333333,0.12333333333333334
100408,REST2,0.18166666666666667,0.1525,0.09,0.13166666666666665,0.0775,0.20166666666666666,0.09416666666666666,0.07083333333333333
100408,EMOTION,0.022727272727272728,0.35795454545454547,0.03977272727272727,0.03977272727272727,0.045454545454545456,0.32954545454545453,0.056818181818181816,0.10795454545454546
100408,GAMBLING,0.1225296442687747,0.11462450592885376,0.08695652173913043,0.1383399209486166,0.1422924901185771,0.11857707509881422,0.09881422924901186,0.17786561264822134
100408,LANGUAGE,0.02531645569620253,0.0981012658227848,0.06962025316455696,0.2911392405063291,0.0981012658227848,0.04746835443037975,0.08227848101265822,0.2879746835443038
100408,MOTOR,0.10915492957746478,0.15492957746478872,0.05985915492957746,0.2147887323943662,0.05985915492957746,0.176056338028169,0.02464788732394366,0.2007042253521127
100408,RELATIONAL,0.008620689655172414,0.125,0.04741379310344827,0.07758620689655173,0.27155172413793105,0.09051724137931035,0.2413793103448276,0.13793103448275862
100408,SOCIAL,0.0948905109489051,0.10948905109489052,0.01824817518248175,0.0948905109489051,0.23357664233576642,0.1386861313868613,0.22627737226277372,0.08394160583941605
100408,WM,0.04197530864197531,0.14074074074074075,0.0962962962962963,0.09876543209876543,0.1925925925925926,0.08641975308641975,0.1925925925925926,0.1506172839506173
101006,REST1,0.11166666666666666,0.17166666666666666,0.09166666666666666,0.14166666666666666,0.12333333333333334,0.15333333333333332,0.08,0.12666666666666668
101006,REST2,0.09833333333333333,0.205,0.12333333333333334,0.1125,0.10583333333333333,0.1825,0.07416666666666667,0.09833333333333333
101006,EMOTION,0.0625,0.25,0.06818181818181818,0.045454545454545456,0.14772727272727273,0.22727272727272727,0.13068181818181818,0.06818181818181818
101006,GAMBLING,0.07905138339920949,0.06719367588932806,0.06324110671936758,0.15810276679841898,0.19367588932806323,0.05138339920948617,0.17786561264822134,0.20948616600790515
101006,LANGUAGE,0.22151898734177214,0.12341772151898735,0.0981012658227848,0.2848101265822785,0.03481012658227848,0.10126582278481013,0.015822784810126583,0.12025316455696203
101006,MOTOR,0.0880281690140845,0.16549295774647887,0.03873239436619718,0.09154929577464789,0.14788732394366197,0.20422535211267606,0.13028169014084506,0.13380281690140844
101006,RELATIONAL,0.004310344827586207,0.11206896551724138,0.021551724137931036,0.02586206896551724,0.35344827586206895,0.09051724137931035,0.3448275862068966,0.04741379310344827
101006,SOCIAL,0.05474452554744526,0.2591240875912409,0.10218978102189781,0.040145985401459854,0.09854014598540146,0.22262773722627738,0.13138686131386862,0.09124087591240876
101006,WM,0.056790123456790124,0.09382716049382717,0.05185185185185185,0.1925925925925926,0.15308641975308643,0.08148148148148149,0.16296296296296298,0.2074074074074074
102311,REST1,0.10833333333333334,0.0775,0.11666666666666667,0.1625,0.14916666666666667,0.12,0.14333333333333334,0.1225
102311,REST2,0.08666666666666667,0.16333333333333333,0.1775,0.1575,0.0925,0.09333333333333334,0.08083333333333333,0.14833333333333334
102311,EMOTION,0.03977272727272727,0.2556818181818182,0.0625,0.011363636363636364,0.18181818181818182,0.25,0.09090909090909091,0.10795454545454546
102311,GAMBLING,0.2608695652173913,0.09881422924901186,0.06719367588932806,0.2450592885375494,0.02766798418972332,0.16205533596837945,0.023715415019762844,0.11462450592885376
102311,LANGUAGE,0.14240506329113925,0.0949367088607595,0.11392405063291139,0.18037974683544303,0.14873417721518986,0.07911392405063292,0.14556962025316456,0.0949367088607595
102311,MOTOR,0.07746478873239436,0.1443661971830986,0.11619718309859155,0.09507042253521127,0.21830985915492956,0.07746478873239436,0.18661971830985916,0.08450704225352113
102311,RELATIONAL,0.09482758620689655,0.125,0.021551724137931036,0.06896551724137931,0.25,0.1336206896551724,0.20689655172413793,0.09913793103448276
102311,SOCIAL,0.14233576642335766,0.2518248175182482,0.014598540145985401,0.06934306569343066,0.06204379562043796,0.3029197080291971,0.06934306569343066,0.08759124087591241
102311,WM,0.06172839506172839,0.13333333333333333,0.0049382716049382715,0.07407407407407407,0.21728395061728395,0.12345679012345678,0.2345679012345679,0.1506172839506173
102513,REST1,0.17833333333333334,0.15416666666666667,0.075,0.12333333333333334,0.1125,0.16166666666666665,0.12833333333333333,0.06666666666666667
102513,REST2,0.07583333333333334,0.19333333333333333,0.09,0.13416666666666666,0.10333333333333333,0.14916666666666667,0.08916666666666667,0.165
102513,EMOTION,0.17613636363636365,0.19318181818181818,0.07386363636363637,0.045454545454545456,0.07954545454545454,0.29545454545454547,0.09090909090909091,0.045454545454545456
102513,GAMBLING,0.20948616600790515,0.13438735177865613,0.03162055335968379,0.03557312252964427,0.1422924901185771,0.23715415019762845,0.1976284584980237,0.011857707509881422
102513,LANGUAGE,0.0949367088607595,0.14873417721518986,0.10126582278481013,0.12341772151898735,0.14873417721518986,0.14240506329113925,0.14240506329113925,0.0981012658227848
102513,MOTOR,0.10915492957746478,0.2535211267605634,0.007042253521126761,0.1619718309859155,0.02464788732394366,0.2640845070422535,0.014084507042253521,0.16549295774647887
102513,RELATIONAL,0.02586206896551724,0.09482758620689655,0.03017241379310345,0.125,0.2629310344827586,0.06465517241379311,0.23275862068965517,0.16379310344827586
102513,SOCIAL,0.06569343065693431,0.19708029197080293,0.1678832116788321,0.025547445255474453,0.1386861313868613,0.15328467153284672,0.15328467153284672,0.09854014598540146
102513,WM,0.07654320987654321,0.06419753086419754,0.027160493827160494,0.1382716049382716,0.2617283950617284,0.0345679012345679,0.2271604938271605,0.17037037037037037
102614,REST1,0.15,0.17583333333333334,0.13,0.13083333333333333,0.0775,0.1825,0.06583333333333333,0.0875
102614,REST2,0.13083333333333333,0.18833333333333332,0.11833333333333333,0.13,0.09083333333333334,0.17333333333333334,0.09833333333333333,0.07
102614,EMOTION,0.11363636363636363,0.1590909090909091,0.028409090909090908,0.09659090909090909,0.18181818181818182,0.1875,0.13068181818181818,0.10227272727272728
102614,GAMBLING,0.05138339920948617,0.2648221343873518,0.08300395256916997,0.1541501976284585,0.2845849802371542,0.13438735177865613,0.02766798418972332,
102614,LANGUAGE,0.05379746835443038,0.18037974683544303,0.13924050632911392,0.2120253164556962,0.04746835443037975,0.11392405063291139,0.022151898734177215,0.2310126582278481
102614,MOTOR,0.017605633802816902,0.23591549295774647,0.2007042253521127,0.056338028169014086,0.16901408450704225,0.0528169014084507,0.16549295774647887,0.10211267605633803
102614,RELATIONAL,0.05603448275862069,0.21982758620689655,0.08189655172413793,0.02586206896551724,0.1810344827586207,0.1853448275862069,0.1939655172413793,0.05603448275862069
102614,SOCIAL,0.072992700729927,0.040145985401459854,0.20072992700729927,0.2116788321167883,0.13503649635036497,0.04744525547445255,0.145985401459854,0.145985401459854
102614,WM,0.08641975308641975,0.06419753086419754,0.027160493827160494,0.2,0.19012345679012346,0.06419753086419754,0.1925925925925926,0.17530864197530865
103111,REST1,0.0975,0.225,0.11416666666666667,0.09,0.08916666666666667,0.17666666666666667,0.09083333333333334,0.11666666666666667
103111,REST2,0.07833333333333334,0.17916666666666667,0.1025,0.10916666666666666,0.14666666666666667,0.14083333333333334,0.09916666666666667,0.14416666666666667
103111,EMOTION,0.08522727272727272,0.09659090909090909,0.03409090909090909,0.08522727272727272,0.23295454545454544,0.11363636363636363,0.23863636363636365,0.11363636363636363
103111,GAMBLING,0.02766798418972332,0.05138339920948617,0.03557312252964427,0.10276679841897234,0.3359683794466403,0.02766798418972332,0.30039525691699603,0.11857707509881422
103111,LANGUAGE,0.0949367088607595,0.12974683544303797,0.11392405063291139,0.12658227848101267,0.2310126582278481,0.02531645569620253,0.19936708860759494,0.07911392405063292
103111,MOTOR,0.06338028169014084,0.16901408450704225,0.06690140845070422,0.1056338028169014,0.11971830985915492,0.15140845070422534,0.13732394366197184,0.18661971830985916
103111,RELATIONAL,0.03017241379310345,0.15086206896551724,0.03879310344827586,0.15948275862068967,0.15517241379310345,0.10775862068965517,0.1206896551724138,0.23706896551724138
103111,SOCIAL,0.1386861313868613,0.20802919708029197,0.13138686131386862,0.032846715328467155,0.08394160583941605,0.24452554744525548,0.08759124087591241,0.072992700729927
103111,WM,0.14320987654320988,0.14074074074074075,0.01728395061728395,0.1580246913580247,0.12839506172839507,0.17530864197530865,0.07407407407407407,0.16296296296296298
103414,REST1,0.12583333333333332,0.18166666666666667,0.13,0.12083333333333333,0.08583333333333333,0.19416666666666665,0.07666666666666666,0.085
103414,REST2,0.15333333333333332,0.15083333333333335,0.08333333333333333,0.16416666666666666,0.08666666666666667,0.185,0.0925,0.08416666666666667
103414,EMOTION,0.09090909090909091,0.2215909090909091,0.2727272727272727,0.05113636363636364,0.06818181818181818,0.14772727272727273,0.06818181818181818,0.07954545454545454
103414,GAMBLING,0.16600790513833993,0.19367588932806323,0.02766798418972332,0.15810276679841898,0.03557312252964427,0.26877470355731226,0.011857707509881422,0.1383399209486166
103414,LANGUAGE,0.015822784810126583,0.1962025316455696,0.2689873417721519,0.1360759493670886,0.16455696202531644,0.02531645569620253,0.04113924050632911,0.1518987341772152
103414,MOTOR,0.02112676056338028,0.36971830985915494,0.15140845070422534,0.045774647887323945,0.06338028169014084,0.24295774647887325,0.056338028169014086,0.04929577464788732
103414,RELATIONAL,0.06465517241379311,0.017241379310344827,0.08620689655172414,0.19827586206896552,0.21982758620689655,0.017241379310344827,0.15517241379310345,0.2413793103448276
103414,SOCIAL,0.2116788321167883,0.21532846715328466,0.17518248175182483,0.0948905109489051,0.0072992700729927005,0.24817518248175183,0.021897810218978103,0.025547445255474453
103414,WM,0.0049382716049382715,0.0691358024691358,0.12345679012345678,0.08641975308641975,0.3160493827160494,0.27901234567901234,0.12098765432098765,
108020,REST1,0.12166666666666667,0.10916666666666666,0.07,0.1875,0.15083333333333335,0.09583333333333334,0.1175,0.1475
108020,REST2,0.13166666666666665,0.13666666666666666,0.105,0.10083333333333333,0.14166666666666666,0.17,0.12916666666666668,0.085
108020,EMOTION,0.1590909090909091,0.03409090909090909,0.14204545454545456,0.056818181818181816,0.14204545454545456,0.19318181818181818,0.10227272727272728,0.17045454545454544
108020,GAMBLING,0.14624505928853754,0.18181818181818182,0.007905138339920948,0.21739130434782608,0.03557312252964427,0.233201581027668,0.02766798418972332,0.15019762845849802
108020,LANGUAGE,0.15822784810126583,0.0981012658227848,0.12658227848101267,0.10443037974683544,0.17405063291139242,0.18354430379746836,0.07278481012658228,0.08227848101265822
108020,MOTOR,0.18661971830985916,0.17253521126760563,0.07394366197183098,0.14788732394366197,0.03169014084507042,0.20774647887323944,0.017605633802816902,0.1619718309859155
108020,RELATIONAL,0.02586206896551724,0.05172413793103448,0.004310344827586207,0.04310344827586207,0.40086206896551724,0.05172413793103448,0.3577586206896552,0.06465517241379311
108020,SOCIAL,0.12408759124087591,0.20802919708029197,0.043795620437956206,0.15328467153284672,0.2737226277372263,0.13138686131386862,0.06569343065693431,
108020,WM,0.0691358024691358,0.19753086419753085,0.09876543209876543,0.15555555555555556,0.10617283950617284,0.145679012345679,0.03950617283950617,0.18765432098765433
108222,REST1,0.21916666666666668,0.145,0.08,0.17583333333333334,0.04666666666666667,0.185,0.05333333333333334,0.095
108222,REST2,0.09833333333333333,0.18083333333333335,0.08083333333333333,0.155,0.10583333333333333,0.16416666666666666,0.08666666666666667,0.12833333333333333
108222,EMOTION,0.056818181818181816,0.29545454545454547,0.03977272727272727,0.017045454545454544,0.14772727272727273,0.2897727272727273,0.13068181818181818,0.022727272727272728
108222,GAMBLING,0.2608695652173913,0.019762845849802372,0.02766798418972332,0.3359683794466403,0.06324110671936758,0.043478260869565216,0.1067193675889328,0.1422924901185771
108222,LANGUAGE,0.06962025316455696,0.04430379746835443,0.12341772151898735,0.18037974683544303,0.22468354430379747,0.03164556962025317,0.21835443037974683,0.10759493670886076
108222,MOTOR,0.014084507042253521,0.3626760563380282,0.014084507042253521,0.056338028169014086,0.056338028169014086,0.3345070422535211,0.04225352112676056,0.11971830985915492
108222,RELATIONAL,0.09051724137931035,0.14655172413793102,0.008620689655172414,0.07327586206896551,0.15948275862068967,0.1810344827586207,0.2025862068965517,0.13793103448275862
108222,SOCIAL,0.18248175182481752,0.06569343065693431,0.06934306569343066,0.12043795620437957,0.14963503649635038,0.12043795620437957,0.21897810218978103,0.072992700729927
108222,WM,0.11358024691358025,0.07160493827160494,0.10864197530864197,0.2,0.1728395061728395,0.04938271604938271,0.13580246913580246,0.14814814814814814
110007,REST1,0.15083333333333335,0.15916666666666668,0.06416666666666666,0.1625,0.07583333333333334,0.165,0.0675,0.155
110007,REST2,0.15666666666666668,0.14333333333333334,0.0475,0.17083333333333334,0.09416666666666666,0.17833333333333334,0.10416666666666667,0.105
110007,EMOTION,0.045454545454545456,0.2897727272727273,0.011363636363636364,0.0625,0.11931818181818182,0.23295454545454544,0.07954545454545454,0.1590909090909091
110007,GAMBLING,0.2015810276679842,0.1067193675889328,0.05533596837944664,0.015810276679841896,0.1383399209486166,0.2450592885375494,0.16996047430830039,0.06719367588932806
110007,LANGUAGE,0.14240506329113925,0.189873417721519,0.08227848101265822,0.16772151898734178,0.05379746835443038,0.18354430379746836,0.022151898734177215,0.15822784810126583
110007,MOTOR,0.045774647887323945,0.3204225352112676,0.16549295774647887,0.08450704225352113,0.03873239436619718,0.18661971830985916,0.06690140845070422,0.09154929577464789
110007,RELATIONAL,0.06896551724137931,0.1336206896551724,0.01293103448275862,0.06465517241379311,0.2413793103448276,0.15086206896551724,0.2672413793103448,0.0603448275862069
110007,SOCIAL,0.08759124087591241,0.15693430656934307,0.15693430656934307,0.12408759124087591,0.1386861313868613,0.08759124087591241,0.1386861313868613,0.10948905109489052
110007,WM,0.09135802469135802,0.13333333333333333,0.13333333333333333,0.05432098765432099,0.145679012345679,0.15308641975308643,0.2123456790123457,0.07654320987654321
111009,REST1,0.14833333333333334,0.1375,0.11333333333333333,0.225,0.034166666666666665,0.1175,0.03666666666666667,0.1875
111009,REST2,0.12,0.15,0.12416666666666666,0.17166666666666666,0.09333333333333334,0.09916666666666667,0.07416666666666667,0.1675
111009,EMOTION,0.03977272727272727,0.20454545454545456,0.2159090909090909,0.11931818181818182,0.14204545454545456,0.028409090909090908,0.11363636363636363,0.13636363636363635
111009,GAMBLING,0.007905138339920948,0.233201581027668,0.2648221343873518,0.02766798418972332,0.12648221343873517,0.09090909090909091,0.08300395256916997,0.16600790513833993
111009,LANGUAGE,0.13291139240506328,0.17405063291139242,0.06962025316455696,0.25,0.02531645569620253,0.11392405063291139,0.022151898734177215,0.2120253164556962
111009,MOTOR,0.13380281690140844,0.2535211267605634,0.13380281690140844,0.035211267605633804,0.06338028169014084,0.29577464788732394,0.05985915492957746,0.02464788732394366
111009,RELATIONAL,0.05172413793103448,0.08620689655172414,0.15948275862068967,0.04310344827586207,0.22844827586206898,0.07327586206896551,0.25862068965517243,0.09913793103448276
111009,SOCIAL,0.22262773722627738,0.13138686131386862,0.021897810218978103,0.1386861313868613,0.06569343065693431,0.2518248175182482,0.08029197080291971,0.08759124087591241
111009,WM,0.08888888888888889,0.11851851851851852,0.007407407407407408,0.02962962962962963,0.2814814814814815,0.14320987654320988,0.28641975308641976,0.044444444444444446
112516,REST1,0.16333333333333333,0.13083333333333333,0.10583333333333333,0.1725,0.0875,0.15166666666666667,0.095,0.09333333333333334
112516,REST2,0.13416666666666666,0.16083333333333333,0.11416666666666667,0.115,0.1125,0.16833333333333333,0.08916666666666667,0.10583333333333333
112516,EMOTION,0.11931818181818182,0.056818181818181816,0.028409090909090908,0.017045454545454544,0.30113636363636365,0.13068181818181818,0.3409090909090909,0.005681818181818182
112516,GAMBLING,0.019762845849802372,0.1422924901185771,0.05928853754940711,0.02766798418972332,0.308300395256917,0.08300395256916997,0.3241106719367589,0.03557312252964427
112516,LANGUAGE,0.060126582278481014,0.06962025316455696,0.05379746835443038,0.11075949367088607,0.31329113924050633,0.04113924050632911,0.28164556962025317,0.06962025316455696
112516,MOTOR,0.1056338028169014,0.14084507042253522,0.04929577464788732,0.06690140845070422,0.2007042253521127,0.1936619718309859,0.20422535211267606,0.03873239436619718
112516,RELATIONAL,0.15948275862068967,0.20689655172413793,0.017241379310344827,0.008620689655172414,0.13793103448275862,0.27586206896551724,0.16810344827586207,0.02586206896551724
112516,SOCIAL,0.16423357664233576,0.16423357664233576,0.06569343065693431,0.072992700729927,0.06204379562043796,0.2773722627737226,0.0948905109489051,0.09854014598540146
112516,WM,0.10864197530864197,0.1037037037037037,0.17777777777777778,0.08641975308641975,0.16296296296296298,0.09876543209876543,0.1308641975308642,0.1308641975308642
112920,REST1,0.1225,0.1725,0.08583333333333333,0.15,0.10166666666666667,0.17166666666666666,0.056666666666666664,0.13916666666666666
112920,REST2,0.10083333333333333,0.1675,0.09833333333333333,0.15416666666666667,0.11833333333333333,0.12333333333333334,0.10583333333333333,0.13166666666666665
