Subject,Cond,Int,State,Prob
12,C,H,E,0.17268430051292366
12,C,H,F,0.09685205672332294
12,C,H,G,0.11515639143115759
12,C,H,H,0.07291561902846223
12,C,H,I,0.10560193100673841
12,C,M,A,0.05946167229556852
12,C,M,B,0.07051478866032136
12,C,M,C,0.197113908504759
12,C,M,D,0.0907788353290349
12,C,M,E,0.18350220038890594
12,C,M,F,0.08832258724797871
12,C,M,G,0.12045849964179715
12,C,M,H,0.09517961314092724
12,C,M,I,0.0946678947907072
12,C,L,A,0.07557207404168488
12,C,L,B,0.06533304183063693
12,C,L,C,0.234914735461303
12,C,L,D,0.09094884127678181
12,C,L,E,0.13922897536802215
12,C,L,F,0.11383180294417723
12,C,L,G,0.11277510566972744
12,C,L,H,0.07068940387698586
12,C,L,I,0.09670601953068066
12,I,H,A,0.0913951545530493
12,I,H,B,0.07756056808688387
12,I,H,C,0.2219548872180451
12,I,H,D,0.08761904761904762
12,I,H,E,0.15605680868838764
12,I,H,F,0.08925647451963241
12,I,H,G,0.10837092731829574
12,I,H,H,0.07659147869674185
12,I,H,I,0.09119465329991645
12,I,M,A,0.07362964385139675
12,I,M,B,0.08716521071325718
12,I,M,C,0.17490640299510415
12,I,M,D,0.09772487280407027
12,I,M,E,0.16194681770183353
12,I,M,F,0.09906882979744648
12,I,M,G,0.12124412018815398
12,I,M,H,0.08812517999424019
12,I,M,I,0.09618892195449745
12,I,L,A,0.09191636959244628
12,I,L,B,0.06513151556026592
12,I,L,C,0.2102321996338761
12,I,L,D,0.08083630407553714
12,I,L,E,0.14172849022063783
12,I,L,F,0.11224588110607958
12,I,L,G,0.11600346854224877
12,I,L,H,0.08517198188650159
12,I,L,I,0.09673378938240679
13,R,R,A,0.10702816772180934
13,R,R,B,0.08477842003853564
13,R,R,C,0.09262317643820533
13,R,R,D,0.11629507294247178
13,R,R,E,0.10441324892191944
13,R,R,F,0.14210019267822735
13,R,R,G,0.08372327736489586
13,R,R,H,0.16847875951922195
13,R,R,I,0.10055968437471327
13,C,H,A,0.11718208292885869
13,C,H,B,0.058937734017473306
13,C,H,C,0.14672028844820414
13,C,H,D,0.08168076549715712
13,C,H,E,0.10955484676189156
13,C,H,F,0.18596588545278048
13,C,H,G,0.07433088337262515
13,C,H,H,0.1433920399389821
13,C,H,I,0.08223547358202746
13,C,M,A,0.10943503628860111
13,C,M,B,0.04966557563682937
13,C,M,C,0.1717660452540202
13,C,M,D,0.08253877899530383
13,C,M,E,0.14415824676248754
13,C,M,F,0.18613917745837483
13,C,M,G,0.06603102319624306
13,C,M,H,0.10872349509036573
13,C,M,I,0.0815426213177743
13,C,L,A,0.11492117682498243
13,C,L,B,0.057736720554272515
13,C,L,C,0.15865046691434884
13,C,L,D,0.08590219901596546
13,C,L,E,0.13545536700471936
13,C,L,F,0.15975499548147404
13,C,L,G,0.07239682699066172
13,C,L,H,0.1258660508083141
13,C,L,I,0.08931619640526157
13,I,H,A,0.11989164448180842
13,I,H,B,0.06538695063285227
13,I,H,C,0.1555275325767129
13,I,H,D,0.06907664284713465
13,I,H,E,0.15431320349353136
13,I,H,F,0.1505301013497735
13,I,H,G,0.06449955630283499
13,I,H,H,0.13455700340946242
13,I,H,I,0.0862173649058895
13,I,M,A,0.12862241256245538
13,I,M,B,0.06581013561741614
13,I,M,C,0.14746609564596716
13,I,M,D,0.06895074946466809
13,I,M,E,0.14246966452533905
13,I,M,F,0.14875089221984297
13,I,M,G,0.05624553890078515
13,I,M,H,0.1444682369735903
13,I,M,I,0.09721627408993576
13,I,L,A,0.12309019221291277
13,I,L,B,0.05051749630359783
13,I,L,C,0.11002957121734845
13,I,L,D,0.08969935929029078
13,I,L,E,0.13997042878265156
13,I,L,F,0.16547560374568754
13,I,L,G,0.05655495317890587
13,I,L,H,0.15795958600295712
13,I,L,I,0.1067028092656481
14,R,R,A,0.13218583396801217
14,R,R,B,0.08926123381568926
14,R,R,C,0.13523229246001522
14,R,R,D,0.08060929169840061
14,R,R,E,0.16377760853008377
14,R,R,F,0.10562071591774562
14,R,R,G,0.08124904798172125
14,R,R,H,0.10153846153846154
14,R,R,I,0.11052551408987052
14,C,H,A,0.14966887417218544
14,C,H,B,0.07140276941601445
14,C,H,C,0.16592414208308248
14,C,H,D,0.0691149909692956
14,C,H,E,0.15243829018663455
14,C,H,F,0.10836845273931367
14,C,H,G,0.06959662853702589
14,C,H,H,0.11378687537627935
14,C,H,I,0.09969897652016857
14,C,M,A,0.1373988799004356
14,C,M,B,0.08836341008089608
14,C,M,C,0.13366521468574985
14,C,M,D,0.07566894835096453
14,C,M,E,0.17946484131922838
14,C,M,F,0.0685749844430616
14,C,M,G,0.06471686372121967
14,C,M,H,0.11897946484131923
14,C,M,I,0.13316739265712507
14,C,L,A,0.13714121227074594
14,C,L,B,0.09170162019902953
14,C,L,C,0.12632617813964964
14,C,L,D,0.07611645694547249
14,C,L,E,0.16411711489431696
14,C,L,F,0.09844559585492228
14,C,L,G,0.07521177728431615
14,C,L,H,0.11949995887819723
14,C,L,I,0.11144008553334978
14,I,H,A,0.13851189525786364
14,I,H,B,0.08829634360530098
14,I,H,C,0.14242375858214912
14,I,H,D,0.07476448986108894
14,I,H,E,0.15467826920006386
14,I,H,F,0.10007185055085423
14,I,H,G,0.07256905636276545
14,I,H,H,0.11687689605620309
14,I,H,I,0.11180744052371068
14,I,M,A,0.1411671924290221
14,I,M,B,0.07131590806669671
14,I,M,C,0.13767462821090581
14,I,M,D,0.06928796755295177
14,I,M,E,0.14702568724650744
14,I,M,F,0.12257773771969356
14,I,M,G,0.08123028391167192
14,I,M,H,0.11716989634970708
14,I,M,I,0.11255069851284362
14,I,L,A,0.12209001551991723
14,I,L,B,0.08194516295913089
14,I,L,C,0.15747542679772375
14,I,L,D,0.0727366787377134
14,I,L,E,0.15250905328504916
14,I,L,F,0.10781169167097776
14,I,L,G,0.07066735644076565
14,I,L,H,0.1206414899120538
14,I,L,I,0.1141231246766684
15,R,R,A,0.10294620469569182
15,R,R,B,0.11414406200136767
15,R,R,C,0.11306131752906314
15,R,R,D,0.11172213357647595
15,R,R,E,0.12941645771597904
15,R,R,F,0.1039149760656485
15,R,R,G,0.09103601550034192
15,R,R,H,0.12254957829952132
15,R,R,I,0.11120925461591065
15,C,H,A,0.07483396584440227
15,C,H,B,0.0730550284629981
15,C,H,C,0.13175996204933588
15,C,H,D,0.14255218216318785
15,C,H,E,0.11847722960151803
15,C,H,F,0.12037476280834915
15,C,H,G,0.13021821631878558
15,C,H,H,0.10211100569259962
15,C,H,I,0.10661764705882353
15,C,M,A,0.08755196869650281
15,C,M,B,0.10589386157984837
15,C,M,C,0.11200782587429689
15,C,M,D,0.13573000733675716
15,C,M,E,0.11041819515774028
15,C,M,F,0.11726583516752262
15,C,M,G,0.1380533137686476
15,C,M,H,0.09476644656395207
15,C,M,I,0.0983125458547322
15,C,L,A,0.08685733598073592
15,C,L,B,0.08677284440877023
15,C,L,C,0.12542773858307635
15,C,L,D,0.13848168645177644
15,C,L,E,0.10764226268429725
15,C,L,F,0.10329094672806388
15,C,L,G,0.13755227916015378
15,C,L,H,0.09023699885936377
15,C,L,I,0.12373790714376241
15,I,H,A,0.06703803303880139
15,I,H,B,0.07883211678832117
15,I,H,C,0.16753745678063772
15,I,H,D,0.10706876680752977
15,I,H,E,0.12593161736457933
15,I,H,F,0.12754514022281982
15,I,H,G,0.15220898962735305
15,I,H,H,0.0819054936611602
15,I,H,I,0.09193238570879754
15,I,M,A,0.07657751776013372
15,I,M,B,0.06696615127455077
15,I,M,C,0.1584830756372754
15,I,M,D,0.11909736732135395
15,I,M,E,0.1361262014208107
15,I,M,F,0.11899289594651066
15,I,M,G,0.09736732135394902
15,I,M,H,0.09224822398662766
15,I,M,I,0.13414124529878813
15,I,L,A,0.0776003870343493
15,I,L,B,0.04799225931301403
15,I,L,C,0.1617803580067731
15,I,L,D,0.1212385099177552
15,I,L,E,0.16371552975326562
15,I,L,F,0.09637155297532655
15,I,L,G,0.1065312046444122
15,I,L,H,0.09917755200774069
15,I,L,I,0.12559264634736333
16,R,R,A,0.13809031787515955
16,R,R,B,0.10262566097368261
16,R,R,C,0.1276666869263964
16,R,R,D,0.10274721935209384
16,R,R,E,0.11721266638303045
16,R,R,F,0.10247371300066857
16,R,R,G,0.0995259223241962
16,R,R,H,0.08305476204947426
16,R,R,I,0.12660305111529813
16,C,H,A,0.10026573998364677
16,C,H,B,0.07195421095666395
16,C,H,C,0.15566230580539656
16,C,H,D,0.11498364677023712
16,C,H,E,0.1375715453802126
16,C,H,F,0.1036385936222404
16,C,H,G,0.08534341782502045
16,C,H,H,0.0928045789043336
16,C,H,I,0.13777596075224857
16,C,M,A,0.11078173034694774
16,C,M,B,0.05884936319718929
16,C,M,C,0.15832235397452787
16,C,M,D,0.10188844971453667
16,C,M,E,0.15305226174791392
16,C,M,F,0.10737812911725955
16,C,M,G,0.07992973210364515
16,C,M,H,0.08300395256916997
16,C,M,I,0.14679402722880983
16,C,L,A,0.1296282472379815
16,C,L,B,0.082002090176172
16,C,L,C,0.14978351746790086
16,C,L,D,0.10002985965959989
16,C,L,E,0.13746640788295014
16,C,L,F,0.09857420125410571
16,C,L,G,0.07968796655718124
16,C,L,H,0.08360704687966557
16,C,L,I,0.13922066288444312
16,I,H,A,0.11439533892283643
16,I,H,B,0.0768438254938184
16,I,H,C,0.14068495097342618
16,I,H,D,0.09855051868694045
16,I,H,E,0.1599403154753446
16,I,H,F,0.09759130311212165
16,I,H,G,0.07187011510586898
16,I,H,H,0.09940315475344608
16,I,H,I,0.14072047747619723
16,I,M,A,0.0952523439058448
16,I,M,B,0.056253740275284264
16,I,M,C,0.14661879114302812
16,I,M,D,0.09684819469379613
16,I,M,E,0.1891083183722322
16,I,M,F,0.09026531019349691
16,I,M,G,0.058448035108717336
16,I,M,H,0.11011370436864153
16,I,M,I,0.1570915619389587
16,I,L,A,0.1263340063455437
16,I,L,B,0.059994231323911164
16,I,L,C,0.15373521776752236
16,I,L,D,0.09018363618882799
16,I,L,E,0.1781559465436016
16,I,L,F,0.09979809633689068
16,I,L,G,0.07297375252379579
16,I,L,H,0.08451110470147101
16,I,L,I,0.13431400826843573
17,R,R,A,0.1410175596578118
17,R,R,B,0.17424583520936515
17,R,R,C,0.0759417679723848
17,R,R,D,0.08863875131322227
17,R,R,E,0.10920006003301816
17,R,R,F,0.07804292360798439
17,R,R,G,0.0760018009905448
17,R,R,H,0.14005703136725198
17,R,R,I,0.11685426984841663
17,C,H,A,0.14529353886520172
17,C,H,B,0.15546080682190883
17,C,H,C,0.08210342188695748
17,C,H,D,0.08352465289165847
17,C,H,E,0.12036733355198426
17,C,H,F,0.08024488903465617
17,C,H,G,0.08079151634415656
17,C,H,H,0.12408439925658686
17,C,H,I,0.1281294413468897
17,C,M,A,0.15966285370258881
17,C,M,B,0.13774834437086092
17,C,M,C,0.07501505117399157
17,C,M,D,0.0971703792895846
17,C,M,E,0.11487055990367248
17,C,M,F,0.08223961468994581
17,C,M,G,0.06899458157736303
17,C,M,H,0.13281155930162553
17,C,M,I,0.13148705599036725
17,C,L,A,0.14120930996264522
17,C,L,B,0.17466442264274865
17,C,L,C,0.07548951192479783
17,C,L,D,0.09531628422478552
17,C,L,E,0.11440417060055005
17,C,L,F,0.06781330815647962
17,C,L,G,0.06514510898567383
17,C,L,H,0.13271212183407907
17,C,L,I,0.13324576166824023
17,I,H,A,0.14019718872826595
17,I,H,B,0.15165545266804342
17,I,H,C,0.08597028845513291
17,I,H,D,0.08257277996136167
17,I,H,E,0.10795416694424088
17,I,H,F,0.09283192325627873
17,I,H,G,0.07541136499900074
17,I,H,H,0.1498567717007528
17,I,H,I,0.11355006328692292
17,I,M,A,0.1460140437835605
17,I,M,B,0.1821561338289963
17,I,M,C,0.08777364725320115
17,I,M,D,0.0926270136307311
17,I,M,E,0.11307311028500619
17,I,M,F,0.07538207352333746
17,I,M,G,0.06908302354399008
17,I,M,H,0.12608426270136308
17,I,M,I,0.10780669144981413
17,I,L,A,0.13796108045309324
17,I,L,B,0.1751379610804531
17,I,L,C,0.07454739084132056
17,I,L,D,0.09710523768031755
17,I,L,E,0.11017523477587375
17,I,L,F,0.0724174653887114
17,I,L,G,0.06873850324329557
17,I,L,H,0.14560944912382612
17,I,L,I,0.11830767741310873
18,R,R,A,0.07658636897767332
18,R,R,B,0.1
18,R,R,C,0.13231492361927144
18,R,R,D,0.1275851938895417
18,R,R,E,0.10411280846063455
18,R,R,F,0.11418918918918919
18,R,R,G,0.16724441833137485
18,R,R,H,0.09380141010575793
18,R,R,I,0.08416568742655699
18,C,H,A,0.08218390804597701
18,C,H,B,0.09149425287356322
18,C,H,C,0.11114942528735632
18,C,H,D,0.1724137931034483
18,C,H,E,0.07965517241379311
18,C,H,F,0.10126436781609195
18,C,H,G,0.18379310344827587
18,C,H,H,0.08103448275862069
18,C,H,I,0.09701149425287356
18,C,M,A,0.09096244131455399
18,C,M,B,0.10187793427230046
18,C,M,C,0.11443661971830986
18,C,M,D,0.15434272300469484
18,C,M,E,0.07875586854460094
18,C,M,F,0.10880281690140844
18,C,M,G,0.1977699530516432
18,C,M,H,0.06291079812206572
18,C,M,I,0.09014084507042254
18,C,L,A,0.08031483414986748
18,C,L,B,0.08453136294273553
18,C,L,C,0.132720263432656
18,C,L,D,0.146654887157658
18,C,L,E,0.085454983535459
18,C,L,F,0.11316360131716328
18,C,L,G,0.19628945466227612
18,C,L,H,0.07493374026182636
18,C,L,I,0.0859368725403582
18,I,H,A,0.09215966921119594
18,I,H,B,0.09243797709923664
18,I,H,C,0.11482188295165395
18,I,H,D,0.14122137404580154
18,I,H,E,0.10194020356234097
18,I,H,F,0.09689090330788803
18,I,H,G,0.15283078880407125
18,I,H,H,0.09052958015267176
18,I,H,I,0.11716762086513995
18,I,M,A,0.08555678059536935
18,I,M,B,0.09426681367144432
18,I,M,C,0.11091510474090407
18,I,M,D,0.15446527012127895
18,I,M,E,0.10110253583241455
18,I,M,F,0.1031973539140022
18,I,M,G,0.14829106945975745
18,I,M,H,0.08015435501653803
18,I,M,I,0.12205071664829106
18,I,L,A,0.06752238162010571
18,I,L,B,0.07269981663250998
18,I,L,C,0.1509006579656995
18,I,L,D,0.12123826987380003
18,I,L,E,0.1282493797864308
18,I,L,F,0.10344083701866034
18,I,L,G,0.17117894509761622
18,I,L,H,0.07097400496170855
18,I,L,I,0.11379570704346888
19,R,R,A,0.09398007795582504
19,R,R,B,0.08142052836725855
19,R,R,C,0.14745199942254944
19,R,R,D,0.10934026274000289
19,R,R,E,0.11450844521437852
19,R,R,F,0.14092680814205283
19,R,R,G,0.12507579038544825
19,R,R,H,0.09490399884509888
19,R,R,I,0.0923920889273856
19,C,H,A,0.08634623564440663
19,C,H,B,0.1292003402807316
19,C,H,C,0.11399404508719693
19,C,H,D,0.11059123777116121
19,C,H,E,0.09825606125053168
19,C,H,F,0.10899617184176946
19,C,H,G,0.1592939174819226
19,C,H,H,0.09357720119098256
19,C,H,I,0.09974478945129732
19,C,M,A,0.09265033407572383
19,C,M,B,0.1354120267260579
19,C,M,C,0.12461024498886414
19,C,M,D,0.10356347438752785
19,C,M,E,0.08730512249443208
19,C,M,F,0.11180400890868597
19,C,M,G,0.1943207126948775
19,C,M,H,0.07761692650334076
19,C,M,I,0.07271714922048998
19,C,L,A,0.09846750727449079
19,C,L,B,0.11123181377303588
19,C,L,C,0.14498545101842872
19,C,L,D,0.09497575169738118
19,C,L,E,0.11546071774975751
19,C,L,F,0.1101454898157129
19,C,L,G,0.16500484966052376
19,C,L,H,0.0840349175557711
19,C,L,I,0.07569350145489816
19,I,H,A,0.10988827189402556
19,I,H,B,0.11932160299725697
19,I,H,C,0.11032314176757878
19,I,H,D,0.12925670703151135
19,I,H,E,0.07820967418211013
19,I,H,F,0.10584063691710711
19,I,H,G,0.16869605940991503
19,I,H,H,0.07834348029704957
19,I,H,I,0.1001204255034455
19,I,M,A,0.10355738805254579
19,I,M,B,0.12120049860964618
19,I,M,C,0.12935084859526322
19,I,M,D,0.11026944098187745
19,I,M,E,0.09953015629494678
19,I,M,F,0.11985808802377984
19,I,M,G,0.15130885032121968
19,I,M,H,0.07536676574935276
19,I,M,I,0.0895579633713683
19,I,L,A,0.0847927090779128
19,I,L,B,0.09051107934238742
19,I,L,C,0.14885632594710507
19,I,L,D,0.10078627591136526
19,I,L,E,0.12419585418155825
19,I,L,F,0.10400285918513223
19,I,L,G,0.14974982130092923
19,I,L,H,0.10060757684060043
19,I,L,I,0.09649749821300929
20,R,R,A,0.10338363194935309
20,R,R,B,0.15003534220473894
20,R,R,C,0.1345462368235041
20,R,R,D,0.0920741264328959
20,R,R,E,0.12922953993669137
20,R,R,F,0.0765235563477673
20,R,R,G,0.11134331110359875
20,R,R,H,0.10488951719475091
20,R,R,I,0.09797473800669965
20,C,H,A,0.07890204520990313
20,C,H,B,0.11819160387513455
20,C,H,C,0.1441334768568353
20,C,H,D,0.07696447793326157
20,C,H,E,0.21883745963401507
20,C,H,F,0.06318622174381056
20,C,H,G,0.07933261571582347
20,C,H,H,0.1
20,C,H,I,0.12045209903121636
20,C,M,A,0.09119603201442904
20,C,M,B,0.12602863262315409
20,C,M,C,0.1573667004847255
20,C,M,D,0.06617066847029647
20,C,M,E,0.20899560365235034
20,C,M,F,0.05963251042723481
20,C,M,G,0.08747604554165257
20,C,M,H,0.10179235711870138
20,C,M,I,0.10134144966745576
20,C,L,A,0.0970332208207497
20,C,L,B,0.11398116894652692
20,C,L,C,0.15409486587315688
20,C,L,D,0.0862675430804761
20,C,L,E,0.1664238763545923
20,C,L,F,0.06953277669213004
20,C,L,G,0.10211405222952567
20,C,L,H,0.09131284419968022
20,C,L,I,0.11923965180316219
20,I,H,A,0.07875322759129473
20,I,H,B,0.11250461084470675
20,I,H,C,0.12604205090372556
20,I,H,D,0.07347842124677241
20,I,H,E,0.24570269273330875
20,I,H,F,0.05780154924382147
20,I,H,G,0.0766875691626706
20,I,H,H,0.11368498708963481
20,I,H,I,0.11534489118406492
20,I,M,A,0.07542553191489362
20,I,M,B,0.1148936170212766
20,I,M,C,0.13170212765957448
20,I,M,D,0.07446808510638298
20,I,M,E,0.23042553191489362
20,I,M,F,0.06340425531914894
20,I,M,G,0.08670212765957447
20,I,M,H,0.10872340425531915
20,I,M,I,0.11425531914893618
20,I,L,A,0.07142182333490789
20,I,L,B,0.10637694851204535
20,I,L,C,0.1521965044874823
20,I,L,D,0.09145016532829475
20,I,L,E,0.23882853094000944
20,I,L,F,0.054416627302786964
20,I,L,G,0.08105810108644308
20,I,L,H,0.0908833254605574
20,I,L,I,0.11336797354747284
21,R,R,A,0.10180251383117049
21,R,R,B,0.06832725696657574
21,R,R,C,0.14761746934196773
21,R,R,D,0.12510516788618922
21,R,R,E,0.11669173699105116
21,R,R,F,0.1124085358080718
21,R,R,G,0.12579353950488234
21,R,R,H,0.06600718965912858
21,R,R,I,0.13624659001096295
21,C,H,A,0.08235001863122593
21,C,H,B,0.04819277108433735
21,C,H,C,0.17314619301950068
21,C,H,D,0.1511613464165942
21,C,H,E,0.11812197242578562
21,C,H,F,0.08160476959383928
21,C,H,G,0.12184821761271891
21,C,H,H,0.05788100857036393
21,C,H,I,0.16569370264563407
21,C,M,A,0.08727423135254378
21,C,M,B,0.06549014201020267
21,C,M,C,0.15538397904315457
21,C,M,D,0.14104508479249966
21,C,M,E,0.13263477181855785
21,C,M,F,0.09802840204053495
21,C,M,G,0.12987729215497035
21,C,M,H,0.05446022335585275
21,C,M,I,0.13580587343168343
21,C,L,A,0.08083364004416636
21,C,L,B,0.05962458594037542
21,C,L,C,0.1547202797202797
21,C,L,D,0.14459882223040119
21,C,L,E,0.1340633051159367
21,C,L,F,0.0840541037909459
21,C,L,G,0.12026131762973868
21,C,L,H,0.06137283768862716
21,C,L,I,0.1604711078395289
21,I,H,A,0.08712358518147266
21,I,H,B,0.06127051747901265
21,I,H,C,0.12968299711815562
21,I,H,D,0.16581046652466275
21,I,H,E,0.12082863467401746
21,I,H,F,0.08039928162719792
21,I,H,G,0.11681911205780394
21,I,H,H,0.06039343440671595
21,I,H,I,0.17767197093096104
21,I,M,A,0.07829051503713624
21,I,M,B,0.048946791671739924
21,I,M,C,0.15231949348593693
21,I,M,D,0.14671861682698162
21,I,M,E,0.1316206014854499
21,I,M,F,0.07780348228418361
21,I,M,G,0.11067819310848655
21,I,M,H,0.06940216729575063
21,I,M,I,0.1842201388043346
21,I,L,A,0.08412979351032449
21,I,L,B,0.05333333333333334
21,I,L,C,0.1713274336283186
21,I,L,D,0.12778761061946903
21,I,L,E,0.1375811209439528
21,I,L,F,0.07728613569321534
21,I,L,G,0.11811209439528024
21,I,L,H,0.047315634218289084
21,I,L,I,0.18312684365781712
22,R,R,A,0.088749425991122
22,R,R,B,0.09070870962804224
22,R,R,C,0.0986376855962039
22,R,R,D,0.1414664013470075
22,R,R,E,0.1299862237869279
22,R,R,F,0.09263737945813562
22,R,R,G,0.10127047298331547
22,R,R,H,0.112260829634165
22,R,R,I,0.14428287157508035
22,C,H,A,0.09909821603607136
22,C,H,B,0.09752989609880415
22,C,H,C,0.09155067633797295
22,C,H,D,0.14438345422466184
22,C,H,E,0.1196824152127034
22,C,H,F,0.09076651636933934
22,C,H,G,0.08645363654185453
22,C,H,H,0.11497745540090179
22,C,H,I,0.15555773377769064
22,C,M,A,0.08421944104639127
22,C,M,B,0.08788933847746307
22,C,M,C,0.09871083090241836
22,C,M,D,0.12825821021925285
22,C,M,E,0.13616260468617672
22,C,M,F,0.09946363037545873
22,C,M,G,0.10219252846523007
22,C,M,H,0.12496471252470123
22,C,M,I,0.1381387033029077
22,C,L,A,0.09574584227955893
22,C,L,B,0.10135012191127771
22,C,L,C,0.08417336875432148
22,C,L,D,0.14487426762254813
22,C,L,E,0.12260271480039303
22,C,L,F,0.08879507987918046
22,C,L,G,0.10033116197823792
22,C,L,H,0.11812656938025401
22,C,L,I,0.14400087339422832
22,I,H,A,0.08993489299398773
22,I,H,B,0.08248964206722532
22,I,H,C,0.08931185944363104
22,I,H,D,0.13622628578548954
22,I,H,E,0.1458833058160182
22,I,H,F,0.09096289835207626
22,I,H,G,0.08697548362979346
22,I,H,H,0.12401482819849849
22,I,H,I,0.15420080371327996
22,I,M,A,0.0926219404824793
22,I,M,B,0.09138932910723718
22,I,M,C,0.07659799260433175
22,I,M,D,0.14113400246522276
22,I,M,E,0.14183835182250396
22,I,M,F,0.09403063919704173
22,I,M,G,0.08584257791864765
22,I,M,H,0.13681986265187532
22,I,M,I,0.13972530375066033
22,I,L,A,0.08844178082191781
22,I,L,B,0.1095890410958904
22,I,L,C,0.09297945205479452
22,I,L,D,0.14477739726027397
22,I,L,E,0.13433219178082192
22,I,L,F,0.0821917808219178
22,I,L,G,0.09554794520547945
22,I,L,H,0.1050513698630137
22,I,L,I,0.1470890410958904
23,R,R,A,0.10279169229867885
23,R,R,B,0.10056536895450684
23,R,R,C,0.09751882122037672
23,R,R,D,0.10566247766353223
23,R,R,E,0.1416937633652635
23,R,R,F,0.10829891320268331
23,R,R,G,0.0851275741863667
23,R,R,H,0.13003485953657323
23,R,R,I,0.12830652957201863
